TimeStep: 93306, m: 393.16, v: 0.03, y: 3.33, k: 24.04 
TimeStep: 93307, m: 393.25, v: 0.20, y: 1.93, k: 5.06 
TimeStep: 93308, m: 393.06, v: 0.02, y: 0.75, k: 27.52 
TimeStep: 93309, m: 393.00, v: 0.03, y: 0.37, k: 28.13 
TimeStep: 93310, m: 392.82, v: 0.14, y: -1.75, k: 44.66 
TimeStep: 93311, m: 392.71, v: 0.42, y: -2.42, k: 11.08 
TimeStep: 93312, m: 392.73, v: 0.23, y: -4.52, k: 24.03 
TimeStep: 93313, m: 392.71, v: 0.27, y: -1.00, k: 20.77 
TimeStep: 93314, m: 392.66, v: 1.82, y: 1.25, k: 6.53 
TimeStep: 93315, m: 392.79, v: 0.02, y: -0.36, k: 1.48 
TimeStep: 93316, m: 392.74, v: 0.12, y: -0.65, k: 15.83 
TimeStep: 93317, m: 392.68, v: 0.02, y: 0.70, k: 1.50 
TimeStep: 93318, m: 392.70, v: 0.12, y: -0.33, k: 17.81 
TimeStep: 93319, m: 392.79, v: 0.03, y: -3.80, k: 33.24 
TimeStep: 93320, m: 392.88, v: 0.39, y: 0.53, k: 5.82 
TimeStep: 93321, m: 392.81, v: 0.02, y: 0.21, k: 1.46 
TimeStep: 93322, m: 392.74, v: 0.01, y: 2.03, k: 5.15 
TimeStep: 93323, m: 393.17, v: 32.22, y: 13.63, k: 187.10 
TimeStep: 93324, m: 392.77, v: 0.01, y: 0.32, k: 1.80 
TimeStep: 93325, m: 392.81, v: 0.02, y: 0.05, k: 1.83 
TimeStep: 93326, m: 392.70, v: 0.29, y: -0.59, k: 6.75 
TimeStep: 93327, m: 392.92, v: 0.21, y: 2.61, k: 8.53 
TimeStep: 93328, m: 392.86, v: 0.04, y: 4.92, k: 35.05 
TimeStep: 93329, m: 392.89, v: 0.06, y: 3.70, k: 34.73 
TimeStep: 93330, m: 392.91, v: 0.20, y: 2.00, k: 28.95 
TimeStep: 93331, m: 392.82, v: 0.59, y: 0.85, k: 17.54 
TimeStep: 93332, m: 392.94, v: 0.11, y: 2.60, k: 12.14 
TimeStep: 93333, m: 392.95, v: 0.06, y: 3.11, k: 17.69 
TimeStep: 93334, m: 393.09, v: 0.57, y: 3.28, k: 17.61 
TimeStep: 93335, m: 393.09, v: 0.23, y: 2.06, k: 5.68 
TimeStep: 93336, m: 393.04, v: 0.13, y: 4.44, k: 68.03 
TimeStep: 93337, m: 393.19, v: 0.04, y: 2.56, k: 20.83 
TimeStep: 93338, m: 393.15, v: 0.28, y: 3.92, k: 32.95 
TimeStep: 93339, m: 393.27, v: 0.14, y: 2.24, k: 8.37 
TimeStep: 93340, m: 393.33, v: 0.37, y: 3.07, k: 14.79 
TimeStep: 93341, m: 393.17, v: 0.14, y: 1.72, k: 33.51 
TimeStep: 93342, m: 393.10, v: 0.06, y: 2.75, k: 14.54 
TimeStep: 93343, m: 393.09, v: 0.02, y: -0.25, k: 1.72 
TimeStep: 93344, m: 393.11, v: 0.10, y: 4.90, k: 37.08 
TimeStep: 93345, m: 393.20, v: 37.57, y: -2.92, k: 164.42 
TimeStep: 93346, m: 393.41, v: 0.04, y: 0.53, k: 8.71 
TimeStep: 93347, m: 393.36, v: 0.03, y: -0.83, k: 6.89 
TimeStep: 93348, m: 393.40, v: 0.02, y: -0.71, k: 4.40 
TimeStep: 93349, m: 393.40, v: 0.04, y: 1.01, k: 8.80 
TimeStep: 93350, m: 392.23, v: 99.07, y: -7.74, k: 60.99 
TimeStep: 93351, m: 393.48, v: 0.63, y: 0.91, k: 13.69 
TimeStep: 93352, m: 393.46, v: 0.19, y: 1.49, k: 3.48 
TimeStep: 93353, m: 393.64, v: 0.46, y: 1.99, k: 16.64 
TimeStep: 93354, m: 393.54, v: 0.16, y: 5.44, k: 46.06 
TimeStep: 93355, m: 393.60, v: 0.29, y: 1.91, k: 24.40 
TimeStep: 93356, m: 393.46, v: 0.55, y: -0.87, k: 17.65 
TimeStep: 93357, m: 393.55, v: 0.07, y: 7.74, k: 90.72 
TimeStep: 93358, m: 393.59, v: 0.37, y: 0.68, k: 5.97 
TimeStep: 93359, m: 393.56, v: 0.03, y: -0.80, k: 2.75 
TimeStep: 93400, m: 393.56, v: 0.01, y: 0.21, k: 1.46 
TimeStep: 93401, m: 393.59, v: 0.02, y: 0.60, k: 2.62 
TimeStep: 93402, m: 393.61, v: 0.02, y: 0.20, k: 1.61 
TimeStep: 93403, m: 393.69, v: 0.03, y: 4.05, k: 71.36 
TimeStep: 93404, m: 393.64, v: 0.27, y: -3.41, k: 35.36 
TimeStep: 93405, m: 393.67, v: 0.41, y: -1.58, k: 22.50 
TimeStep: 93406, m: 393.77, v: 0.20, y: 3.97, k: 32.68 
TimeStep: 93407, m: 393.78, v: 0.15, y: 3.89, k: 44.55 
TimeStep: 93408, m: 393.65, v: 0.02, y: 1.25, k: 5.34 
TimeStep: 93409, m: 393.71, v: 0.02, y: 0.13, k: 1.42 
TimeStep: 93410, m: 393.70, v: 0.03, y: 0.36, k: 3.82 
TimeStep: 93411, m: 393.73, v: 0.03, y: 0.14, k: 31.10 
TimeStep: 93412, m: 393.73, v: 0.02, y: -0.08, k: 2.09 
TimeStep: 93413, m: 393.80, v: 0.01, y: 0.57, k: 1.66 
TimeStep: 93414, m: 393.88, v: 0.10, y: 4.85, k: 41.80 
TimeStep: 93415, m: 393.92, v: 0.14, y: 1.12, k: 51.36 
TimeStep: 93416, m: 393.92, v: 0.04, y: -1.15, k: 5.11 
TimeStep: 93417, m: 393.93, v: 0.02, y: -0.58, k: 6.41 
TimeStep: 93418, m: 393.93, v: 0.02, y: 0.75, k: 3.76 
TimeStep: 93419, m: 393.84, v: 0.03, y: -0.53, k: 5.12 
TimeStep: 93420, m: 393.89, v: 0.02, y: -0.50, k: 5.81 
TimeStep: 93421, m: 393.90, v: 0.02, y: -0.10, k: 6.67 
TimeStep: 93422, m: 393.74, v: 0.12, y: 0.24, k: 2.09 
TimeStep: 93423, m: 393.86, v: 0.16, y: -0.86, k: 11.77 
TimeStep: 93424, m: 393.94, v: 0.01, y: -0.02, k: 2.04 
TimeStep: 93425, m: 393.93, v: 0.01, y: 0.17, k: 1.37 
TimeStep: 93426, m: 393.91, v: 0.01, y: 0.18, k: 4.05 
TimeStep: 93427, m: 393.95, v: 0.01, y: 0.46, k: 2.29 
TimeStep: 93428, m: 393.85, v: 0.10, y: -4.58, k: 23.20 
TimeStep: 93429, m: 393.56, v: 0.08, y: 0.69, k: 1.59 
TimeStep: 93430, m: 393.87, v: 0.06, y: -5.88, k: 63.45 
TimeStep: 93431, m: 393.88, v: 0.09, y: -4.30, k: 33.63 
TimeStep: 93432, m: 393.89, v: 0.01, y: 0.94, k: 1.89 
TimeStep: 93433, m: 393.82, v: 0.04, y: -1.23, k: 3.74 
TimeStep: 93434, m: 393.84, v: 0.04, y: -1.41, k: 4.44 
TimeStep: 93435, m: 393.85, v: 0.01, y: 0.18, k: 1.64 
TimeStep: 93436, m: 393.88, v: 0.03, y: -1.51, k: 6.02 
TimeStep: 93437, m: 393.87, v: 0.02, y: 0.10, k: 1.21 
TimeStep: 93438, m: 393.86, v: 0.03, y: -1.31, k: 4.33 
TimeStep: 93439, m: 393.88, v: 0.04, y: -1.48, k: 4.64 
TimeStep: 93440, m: 393.95, v: 0.01, y: -0.79, k: 3.61 
TimeStep: 93441, m: 393.90, v: 0.01, y: -0.09, k: 2.18 
TimeStep: 93442, m: 393.94, v: 0.01, y: -0.40, k: 3.11 
TimeStep: 93443, m: 393.93, v: 0.01, y: -0.36, k: 2.52 
TimeStep: 93444, m: 393.94, v: 0.01, y: -0.87, k: 2.94 
TimeStep: 93445, m: 393.94, v: 0.01, y: -0.84, k: 3.55 
TimeStep: 93446, m: 393.95, v: 0.01, y: -0.63, k: 3.60 
TimeStep: 93447, m: 393.94, v: 0.02, y: 0.78, k: 1.77 
TimeStep: 93448, m: 393.77, v: 0.15, y: 1.13, k: 47.51 
TimeStep: 93449, m: 393.64, v: 0.12, y: -1.68, k: 4.78 
TimeStep: 93450, m: 393.64, v: 0.26, y: -1.97, k: 12.05 
TimeStep: 93451, m: 393.75, v: 0.02, y: -0.12, k: 1.49 
TimeStep: 93452, m: 393.61, v: 0.05, y: -1.49, k: 8.95 
TimeStep: 93453, m: 393.73, v: 0.22, y: 0.21, k: 34.50 
TimeStep: 93454, m: 393.73, v: 0.24, y: -0.32, k: 26.44 
TimeStep: 93455, m: 393.63, v: 0.13, y: -1.37, k: 4.27 
TimeStep: 93456, m: 393.50, v: 0.15, y: -0.96, k: 2.52 
TimeStep: 93457, m: 393.53, v: 0.09, y: -1.40, k: 4.67 
TimeStep: 93458, m: 393.59, v: 0.01, y: -0.82, k: 3.38 
TimeStep: 93459, m: 393.63, v: 0.06, y: -3.54, k: 44.23 
TimeStep: 93500, m: 393.62, v: 0.01, y: 0.50, k: 1.29 
TimeStep: 93501, m: 393.61, v: 0.01, y: 0.22, k: 1.62 
TimeStep: 93502, m: 393.61, v: 0.01, y: 1.58, k: 5.08 
TimeStep: 93503, m: 393.54, v: 0.07, y: -1.16, k: 6.00 
TimeStep: 93504, m: 393.61, v: 0.03, y: 1.76, k: 6.34 
TimeStep: 93505, m: 393.74, v: 0.04, y: 0.69, k: 2.66 
TimeStep: 93506, m: 393.63, v: 0.14, y: -7.28, k: 67.04 
TimeStep: 93507, m: 393.69, v: 0.07, y: -2.33, k: 102.65 
TimeStep: 93508, m: 393.70, v: 0.02, y: -0.44, k: 1.56 
TimeStep: 93509, m: 393.67, v: 0.03, y: 0.44, k: 2.73 
TimeStep: 93510, m: 393.63, v: 0.28, y: -1.59, k: 10.92 
TimeStep: 93511, m: 393.77, v: 0.03, y: -0.40, k: 2.44 
TimeStep: 93512, m: 393.79, v: 0.02, y: 0.01, k: 1.14 
TimeStep: 93513, m: 393.73, v: 0.03, y: -0.15, k: 2.14 
TimeStep: 93514, m: 393.67, v: 0.03, y: 0.31, k: 2.70 
TimeStep: 93515, m: 393.86, v: 1.29, y: 0.07, k: 7.55 
TimeStep: 93516, m: 393.10, v: 1.86, y: -1.71, k: 4.07 
TimeStep: 93517, m: 393.68, v: 0.03, y: 0.34, k: 2.15 
TimeStep: 93518, m: 393.66, v: 0.06, y: 0.56, k: 2.06 
TimeStep: 93519, m: 393.68, v: 0.03, y: 0.85, k: 2.41 
TimeStep: 93520, m: 393.74, v: 0.03, y: 0.47, k: 1.91 
TimeStep: 93521, m: 393.75, v: 0.03, y: 0.30, k: 1.85 
TimeStep: 93522, m: 393.69, v: 0.03, y: 0.63, k: 2.99 
TimeStep: 93523, m: 393.71, v: 0.03, y: 0.01, k: 1.88 
TimeStep: 93524, m: 393.78, v: 0.04, y: 6.28, k: 90.82 
TimeStep: 93525, m: 393.83, v: 0.05, y: -3.14, k: 39.71 
TimeStep: 93526, m: 393.85, v: 0.04, y: 0.02, k: 2.35 
TimeStep: 93527, m: 393.86, v: 0.01, y: 0.51, k: 2.07 
TimeStep: 93528, m: 393.86, v: 0.01, y: 0.25, k: 2.35 
TimeStep: 93529, m: 393.95, v: 0.01, y: -0.01, k: 2.53 
TimeStep: 93530, m: 393.95, v: 0.02, y: -1.82, k: 39.78 
TimeStep: 93531, m: 394.17, v: 0.03, y: 1.77, k: 45.08 
TimeStep: 93532, m: 394.30, v: 0.05, y: 6.47, k: 93.44 
TimeStep: 93533, m: 394.32, v: 0.06, y: 7.04, k: 92.85 
TimeStep: 93534, m: 394.29, v: 0.04, y: -2.38, k: 11.92 
TimeStep: 93535, m: 394.41, v: 0.23, y: 2.27, k: 40.42 
TimeStep: 93536, m: 394.46, v: 0.02, y: 0.11, k: 2.88 
TimeStep: 93537, m: 394.43, v: 0.05, y: -4.68, k: 38.52 
TimeStep: 93538, m: 394.38, v: 0.17, y: 1.26, k: 46.99 
TimeStep: 93539, m: 394.36, v: 0.44, y: 1.32, k: 17.90 
TimeStep: 93540, m: 394.38, v: 0.04, y: -5.10, k: 48.32 
TimeStep: 93541, m: 394.42, v: 0.00, y: -0.39, k: 1.61 
TimeStep: 93542, m: 394.56, v: 0.49, y: 3.59, k: 14.50 
TimeStep: 93543, m: 394.48, v: 0.30, y: 4.85, k: 25.75 
TimeStep: 93544, m: 394.57, v: 0.57, y: 2.53, k: 12.07 
TimeStep: 93545, m: 394.49, v: 0.07, y: 9.85, k: 104.16 
TimeStep: 93546, m: 394.54, v: 0.31, y: 4.70, k: 23.93 
TimeStep: 93547, m: 394.49, v: 0.31, y: 3.70, k: 22.66 
TimeStep: 93548, m: 394.29, v: 0.21, y: -5.72, k: 36.59 
TimeStep: 93549, m: 394.35, v: 0.00, y: -0.10, k: 1.04 
TimeStep: 93550, m: 394.30, v: 0.08, y: -7.32, k: 74.02 
TimeStep: 93551, m: 394.26, v: 0.07, y: 0.62, k: 85.49 
TimeStep: 93552, m: 394.19, v: 0.14, y: -6.16, k: 46.13 
TimeStep: 93553, m: 394.10, v: 0.35, y: -4.17, k: 19.12 
TimeStep: 93554, m: 394.25, v: 0.19, y: 0.79, k: 41.93 
TimeStep: 93555, m: 394.32, v: 0.17, y: 6.37, k: 46.90 
TimeStep: 93556, m: 394.21, v: 0.08, y: -2.53, k: 19.87 
TimeStep: 93557, m: 394.33, v: 0.08, y: 4.91, k: 60.92 
TimeStep: 93558, m: 394.41, v: 0.04, y: 3.55, k: 80.96 
TimeStep: 93559, m: 394.58, v: 0.02, y: -1.86, k: 14.29 
TimeStep: 93600, m: 394.62, v: 0.02, y: -0.85, k: 5.42 
TimeStep: 93601, m: 394.44, v: 0.13, y: -1.52, k: 3.68 
TimeStep: 93602, m: 394.59, v: 0.01, y: -0.16, k: 4.30 
TimeStep: 93603, m: 394.43, v: 0.11, y: -4.30, k: 37.45 
TimeStep: 93604, m: 394.41, v: 0.24, y: 4.51, k: 28.82 
TimeStep: 93605, m: 394.47, v: 0.03, y: -0.47, k: 7.03 
TimeStep: 93606, m: 394.43, v: 0.17, y: 3.91, k: 41.64 
TimeStep: 93607, m: 394.36, v: 0.11, y: 1.08, k: 50.08 
TimeStep: 93608, m: 394.25, v: 0.07, y: -0.77, k: 3.34 
TimeStep: 93609, m: 394.31, v: 0.03, y: 0.31, k: 2.17 
TimeStep: 93610, m: 394.29, v: 0.03, y: -0.75, k: 4.25 
TimeStep: 93611, m: 394.30, v: 0.02, y: 0.46, k: 1.79 
TimeStep: 93612, m: 394.31, v: 0.00, y: 0.71, k: 1.50 
TimeStep: 93614, m: 394.26, v: 0.02, y: 0.75, k: 1.97 
TimeStep: 93615, m: 394.27, v: 0.03, y: -1.19, k: 5.87 
TimeStep: 93616, m: 394.31, v: 0.03, y: -4.90, k: 52.87 
TimeStep: 93617, m: 394.34, v: 0.01, y: 0.87, k: 4.11 
TimeStep: 93618, m: 394.32, v: 0.01, y: 0.65, k: 2.08 
TimeStep: 93620, m: 394.33, v: 0.00, y: -0.56, k: 1.84 
TimeStep: 93621, m: 394.33, v: 0.06, y: -5.89, k: 50.52 
TimeStep: 93622, m: 394.33, v: 0.01, y: 1.61, k: 5.16 
TimeStep: 93623, m: 394.28, v: 0.02, y: 0.91, k: 3.37 
TimeStep: 93624, m: 394.31, v: 0.02, y: 0.68, k: 2.60 
TimeStep: 93625, m: 394.27, v: 0.01, y: 0.05, k: 3.05 
TimeStep: 93626, m: 394.34, v: 0.06, y: -5.27, k: 43.41 
TimeStep: 93627, m: 394.19, v: 0.00, y: 1.00, k: 1.00 
TimeStep: 93628, m: 394.35, v: 0.01, y: -0.02, k: 1.02 
TimeStep: 93629, m: 394.38, v: 0.01, y: -0.10, k: 2.47 
TimeStep: 93630, m: 394.35, v: 0.02, y: -0.86, k: 65.79 
TimeStep: 93631, m: 394.36, v: 0.01, y: 0.12, k: 1.21 
TimeStep: 93633, m: 394.36, v: 0.01, y: 0.03, k: 1.23 
TimeStep: 93634, m: 394.41, v: 0.07, y: -4.17, k: 92.26 
TimeStep: 93635, m: 394.41, v: 0.11, y: 4.33, k: 61.84 
TimeStep: 93636, m: 394.42, v: 0.09, y: -0.31, k: 76.86 
TimeStep: 93637, m: 394.48, v: 0.02, y: 0.73, k: 2.47 
TimeStep: 93638, m: 394.43, v: 0.01, y: 0.72, k: 2.28 
TimeStep: 93639, m: 394.41, v: 0.02, y: 0.16, k: 2.95 
TimeStep: 93640, m: 394.45, v: 0.01, y: -0.08, k: 1.16 
TimeStep: 93641, m: 394.40, v: 0.02, y: -0.62, k: 43.45 
TimeStep: 93642, m: 394.39, v: 0.01, y: -0.18, k: 1.15 
TimeStep: 93643, m: 394.37, v: 0.01, y: -0.09, k: 1.24 
TimeStep: 93644, m: 394.40, v: 0.01, y: 0.03, k: 1.74 
TimeStep: 93645, m: 394.43, v: 0.03, y: 0.69, k: 1.50 
TimeStep: 93646, m: 394.40, v: 0.01, y: 0.08, k: 1.09 
TimeStep: 93647, m: 394.46, v: 0.07, y: 7.95, k: 84.20 
TimeStep: 93648, m: 394.43, v: 0.06, y: -8.46, k: 106.08 
TimeStep: 93649, m: 394.36, v: 0.16, y: -5.75, k: 43.98 
TimeStep: 93650, m: 394.27, v: 0.24, y: -5.23, k: 30.43 
TimeStep: 93651, m: 394.21, v: 1.51, y: -0.42, k: 5.86 
TimeStep: 93652, m: 394.25, v: 0.08, y: -8.31, k: 83.73 
TimeStep: 93653, m: 394.33, v: 0.02, y: 0.51, k: 3.18 
TimeStep: 93654, m: 394.32, v: 0.02, y: -1.38, k: 6.06 
TimeStep: 93655, m: 394.30, v: 0.02, y: 0.79, k: 3.48 
TimeStep: 93656, m: 394.24, v: 0.04, y: -5.00, k: 76.82 
TimeStep: 93657, m: 394.20, v: 0.03, y: -0.74, k: 6.03 
TimeStep: 93658, m: 394.11, v: 0.00, y: NaN, k: NaN 
TimeStep: 93659, m: 394.16, v: 0.00, y: NaN, k: NaN 
TimeStep: 93700, m: 394.20, v: 0.01, y: 0.73, k: 3.52 
TimeStep: 93701, m: 394.21, v: 0.02, y: -1.22, k: 7.75 
TimeStep: 93702, m: 394.21, v: 0.12, y: 0.57, k: 19.07 
TimeStep: 93703, m: 394.19, v: 0.01, y: 0.74, k: 2.42 
TimeStep: 93704, m: 394.27, v: 0.08, y: -6.51, k: 63.48 
TimeStep: 93705, m: 394.27, v: 0.07, y: -1.02, k: 3.24 
TimeStep: 93706, m: 394.08, v: 0.06, y: -0.08, k: 1.87 
TimeStep: 93707, m: 394.24, v: 0.04, y: -4.76, k: 38.93 
TimeStep: 93708, m: 394.18, v: 0.01, y: 0.86, k: 1.76 
TimeStep: 93709, m: 394.27, v: 0.02, y: 0.97, k: 2.77 
TimeStep: 93710, m: 394.30, v: 0.02, y: -1.46, k: 5.92 
TimeStep: 93711, m: 394.25, v: 0.11, y: -5.59, k: 46.13 
TimeStep: 93712, m: 394.24, v: 0.09, y: -0.90, k: 2.84 
TimeStep: 93713, m: 392.13, v: 161.84, y: -5.99, k: 36.91 
TimeStep: 93714, m: 393.34, v: 74.90, y: -9.02, k: 83.33 
TimeStep: 93715, m: 388.78, v: 398.67, y: -3.49, k: 13.16 
TimeStep: 93716, m: 390.67, v: 270.62, y: -4.47, k: 21.03 
TimeStep: 93717, m: 390.75, v: 1144.07, y: -11.14, k: 128.33 
TimeStep: 93718, m: 394.16, v: 0.09, y: -6.59, k: 61.93 
TimeStep: 93719, m: 394.25, v: 0.06, y: -5.09, k: 58.21 
TimeStep: 93720, m: 394.23, v: 0.22, y: -5.33, k: 32.51 
TimeStep: 93721, m: 394.35, v: 0.09, y: 4.82, k: 72.38 
TimeStep: 93722, m: 394.08, v: 0.41, y: -2.45, k: 9.68 
TimeStep: 93723, m: 394.29, v: 0.04, y: -1.22, k: 4.49 
TimeStep: 93724, m: 394.30, v: 0.20, y: -0.73, k: 34.65 
TimeStep: 93725, m: 394.18, v: 0.05, y: -0.55, k: 3.51 
TimeStep: 93726, m: 394.29, v: 0.02, y: -0.10, k: 2.04 
TimeStep: 93727, m: 394.27, v: 0.02, y: 0.53, k: 1.69 
TimeStep: 93728, m: 394.30, v: 0.02, y: 0.31, k: 1.32 
TimeStep: 93729, m: 394.66, v: 1.49, y: 4.10, k: 18.07 
TimeStep: 93730, m: 394.67, v: 0.79, y: 0.34, k: 2.70 
TimeStep: 93731, m: 394.35, v: 0.02, y: 0.80, k: 1.71 
TimeStep: 93732, m: 394.39, v: 0.02, y: -0.43, k: 2.57 
TimeStep: 93734, m: 394.37, v: 0.01, y: 0.39, k: 1.75 
TimeStep: 93735, m: 394.36, v: 0.01, y: 0.61, k: 2.44 
TimeStep: 93736, m: 394.34, v: 0.01, y: 0.56, k: 2.44 
TimeStep: 93737, m: 393.47, v: 0.64, y: 0.56, k: 1.36 
TimeStep: 93738, m: 394.39, v: 0.01, y: -0.11, k: 2.78 
TimeStep: 93739, m: 394.35, v: 0.00, y: NaN, k: NaN 
TimeStep: 93740, m: 394.40, v: 0.07, y: 2.58, k: 24.68 
TimeStep: 93741, m: 394.31, v: 0.02, y: 0.40, k: 1.89 
TimeStep: 93742, m: 394.36, v: 0.31, y: 1.77, k: 27.45 
TimeStep: 93743, m: 394.32, v: 0.01, y: -0.18, k: 1.78 
TimeStep: 93744, m: 394.35, v: 0.01, y: 0.34, k: 2.59 
TimeStep: 93745, m: 394.31, v: 0.02, y: 0.96, k: 2.48 
TimeStep: 93746, m: 394.28, v: 0.14, y: -6.63, k: 51.80 
TimeStep: 93747, m: 394.12, v: 1.38, y: -0.47, k: 5.99 
TimeStep: 93748, m: 394.42, v: 0.51, y: -0.57, k: 12.99 
TimeStep: 93749, m: 394.49, v: 0.52, y: 1.55, k: 15.47 
TimeStep: 93750, m: 394.55, v: 1.33, y: 0.86, k: 6.21 
TimeStep: 93751, m: 394.43, v: 0.07, y: 8.04, k: 87.19 
TimeStep: 93752, m: 394.39, v: 0.02, y: -0.29, k: 1.92 
TimeStep: 93753, m: 394.34, v: 0.07, y: -1.89, k: 5.56 
TimeStep: 93754, m: 394.41, v: 0.09, y: 2.74, k: 24.19 
TimeStep: 93755, m: 394.42, v: 0.02, y: -0.00, k: 1.50 
TimeStep: 93756, m: 394.42, v: 0.02, y: 0.06, k: 1.78 
TimeStep: 93757, m: 394.61, v: 0.41, y: 0.81, k: 5.24 
TimeStep: 93758, m: 394.48, v: 0.08, y: 2.55, k: 25.22 
TimeStep: 93759, m: 394.45, v: 0.01, y: 0.01, k: 1.17 
TimeStep: 93800, m: 394.47, v: 0.01, y: -0.33, k: 1.51 
TimeStep: 93801, m: 394.46, v: 0.02, y: -3.04, k: 15.84 
TimeStep: 93802, m: 394.46, v: 0.02, y: -1.84, k: 11.83 
TimeStep: 93803, m: 394.41, v: 0.08, y: 7.12, k: 76.12 
TimeStep: 93804, m: 394.40, v: 0.03, y: -1.12, k: 6.67 
TimeStep: 93805, m: 394.42, v: 0.05, y: -0.22, k: 5.66 
TimeStep: 93806, m: 394.49, v: 0.15, y: 6.42, k: 47.19 
TimeStep: 93807, m: 394.45, v: 0.12, y: 4.12, k: 34.06 
TimeStep: 93808, m: 394.42, v: 0.02, y: -0.41, k: 1.86 
TimeStep: 93809, m: 394.41, v: 0.02, y: -0.22, k: 1.30 
TimeStep: 93810, m: 394.40, v: 0.01, y: 0.59, k: 1.71 
TimeStep: 93811, m: 394.34, v: 0.02, y: 0.22, k: 1.42 
TimeStep: 93812, m: 394.33, v: 0.02, y: 0.43, k: 1.53 
TimeStep: 93813, m: 394.29, v: 0.24, y: -1.31, k: 31.21 
TimeStep: 93814, m: 394.29, v: 0.10, y: -5.07, k: 48.52 
TimeStep: 93815, m: 394.24, v: 0.17, y: -5.51, k: 38.29 
TimeStep: 93816, m: 394.17, v: 0.17, y: -5.75, k: 38.68 
TimeStep: 93817, m: 394.13, v: 0.23, y: -5.12, k: 29.62 
TimeStep: 93818, m: 394.23, v: 0.12, y: 1.37, k: 22.54 
TimeStep: 93819, m: 394.17, v: 0.05, y: 4.74, k: 44.04 
TimeStep: 93820, m: 394.22, v: 0.11, y: 1.06, k: 4.11 
TimeStep: 93821, m: 394.11, v: 0.05, y: 1.51, k: 8.52 
TimeStep: 93822, m: 394.05, v: 0.02, y: 0.66, k: 1.61 
TimeStep: 93823, m: 394.07, v: 0.07, y: 2.60, k: 9.80 
TimeStep: 93824, m: 394.13, v: 0.10, y: 1.69, k: 5.66 
TimeStep: 93825, m: 394.12, v: 0.11, y: 1.35, k: 5.00 
TimeStep: 93826, m: 394.12, v: 0.15, y: 1.26, k: 3.82 
TimeStep: 93827, m: 394.17, v: 0.15, y: 1.28, k: 3.77 
TimeStep: 93828, m: 394.18, v: 0.16, y: 2.33, k: 10.55 
TimeStep: 93829, m: 394.26, v: 0.11, y: 1.11, k: 3.50 
TimeStep: 93830, m: 394.18, v: 0.06, y: 1.19, k: 22.31 
TimeStep: 93832, m: 394.30, v: 0.10, y: 0.95, k: 9.11 
TimeStep: 93833, m: 394.17, v: 0.01, y: 1.78, k: 4.19 
TimeStep: 93834, m: 394.19, v: 0.12, y: -6.14, k: 50.61 
TimeStep: 93835, m: 394.16, v: 0.18, y: 1.44, k: 47.20 
TimeStep: 93836, m: 394.17, v: 0.02, y: 0.54, k: 2.04 
TimeStep: 93837, m: 394.17, v: 0.02, y: 0.42, k: 1.53 
TimeStep: 93838, m: 394.19, v: 0.08, y: 1.96, k: 6.10 
TimeStep: 93839, m: 394.09, v: 0.01, y: 0.51, k: 1.78 
TimeStep: 93840, m: 394.06, v: 0.01, y: 0.59, k: 1.63 
TimeStep: 93841, m: 394.36, v: 0.17, y: 0.74, k: 1.85 
TimeStep: 93842, m: 394.09, v: 0.01, y: 0.46, k: 1.44 
TimeStep: 93843, m: 394.04, v: 0.07, y: -1.12, k: 89.07 
TimeStep: 93844, m: 394.02, v: 0.14, y: 1.64, k: 53.73 
TimeStep: 93845, m: 394.07, v: 0.14, y: 2.15, k: 18.93 
TimeStep: 93846, m: 394.08, v: 0.02, y: 1.10, k: 3.77 
TimeStep: 93847, m: 394.05, v: 0.01, y: 1.38, k: 4.44 
TimeStep: 93848, m: 394.08, v: 0.02, y: 0.91, k: 3.10 
TimeStep: 93849, m: 394.08, v: 0.02, y: 1.56, k: 4.42 
TimeStep: 93850, m: 394.32, v: 0.22, y: 0.77, k: 4.66 
TimeStep: 93851, m: 394.42, v: 0.19, y: 0.58, k: 1.34 
TimeStep: 93852, m: 394.06, v: 0.01, y: 0.63, k: 1.62 
TimeStep: 93853, m: 394.22, v: 0.13, y: 1.54, k: 3.79 
TimeStep: 93854, m: 394.07, v: 0.01, y: 0.26, k: 1.33 
TimeStep: 93856, m: 394.10, v: 0.01, y: 0.71, k: 2.88 
TimeStep: 93857, m: 394.12, v: 0.01, y: 0.59, k: 1.74 
TimeStep: 93858, m: 394.12, v: 0.02, y: 1.64, k: 4.16 
TimeStep: 93859, m: 394.14, v: 0.02, y: 0.71, k: 3.17 
TimeStep: 93900, m: 392.81, v: 0.00, y: NaN, k: NaN 
TimeStep: 93901, m: 394.12, v: 0.01, y: 1.49, k: 6.86 
TimeStep: 93902, m: 394.06, v: 0.00, y: NaN, k: NaN 
TimeStep: 93903, m: 394.02, v: 0.00, y: NaN, k: NaN 
TimeStep: 93904, m: 394.05, v: 0.09, y: 2.80, k: 28.86 
TimeStep: 93905, m: 394.06, v: 0.00, y: 1.92, k: 4.68 
TimeStep: 93906, m: 394.08, v: 0.00, y: 0.23, k: 1.12 
TimeStep: 93908, m: 394.09, v: 0.00, y: -1.00, k: 1.00 
TimeStep: 93909, m: 394.06, v: 0.01, y: 0.01, k: 1.38 
TimeStep: 93910, m: 394.09, v: 0.02, y: 0.39, k: 2.09 
TimeStep: 93912, m: 394.13, v: 0.01, y: -0.27, k: 1.22 
