TimeStep: 94606, m: 389.63, v: 0.05, y: -1.73, k: 60.95 
TimeStep: 94607, m: 389.66, v: 0.04, y: 6.27, k: 80.34 
TimeStep: 94608, m: 389.62, v: 0.03, y: -3.14, k: 18.64 
TimeStep: 94609, m: 389.65, v: 0.04, y: 1.72, k: 15.71 
TimeStep: 94610, m: 389.66, v: 0.04, y: -0.44, k: 15.73 
TimeStep: 94611, m: 389.68, v: 0.01, y: 0.19, k: 1.29 
TimeStep: 94612, m: 389.64, v: 0.01, y: -0.17, k: 1.88 
TimeStep: 94613, m: 389.72, v: 0.13, y: -2.80, k: 32.11 
TimeStep: 94614, m: 389.80, v: 0.01, y: 3.89, k: 36.12 
TimeStep: 94615, m: 389.60, v: 0.03, y: -4.86, k: 97.70 
TimeStep: 94616, m: 389.57, v: 0.01, y: 0.33, k: 1.40 
TimeStep: 94617, m: 389.54, v: 0.07, y: -6.95, k: 75.10 
TimeStep: 94618, m: 389.58, v: 0.10, y: 0.00, k: 9.77 
TimeStep: 94619, m: 389.62, v: 0.17, y: -0.06, k: 6.05 
TimeStep: 94620, m: 389.57, v: 0.07, y: -1.33, k: 14.26 
TimeStep: 94621, m: 389.59, v: 0.05, y: 3.35, k: 15.92 
TimeStep: 94622, m: 389.64, v: 0.05, y: 2.54, k: 11.22 
TimeStep: 94623, m: 389.64, v: 0.05, y: 3.41, k: 16.10 
TimeStep: 94624, m: 389.63, v: 0.05, y: 1.58, k: 11.89 
TimeStep: 94625, m: 389.69, v: 0.08, y: 2.11, k: 7.65 
TimeStep: 94626, m: 390.18, v: 11.65, y: 8.77, k: 78.21 
TimeStep: 94627, m: 389.81, v: 0.00, y: -0.84, k: 4.59 
TimeStep: 94628, m: 389.70, v: 0.09, y: -5.71, k: 54.05 
TimeStep: 94629, m: 389.79, v: 0.01, y: -1.01, k: 26.19 
TimeStep: 94630, m: 389.74, v: 0.21, y: -4.08, k: 21.49 
TimeStep: 94631, m: 389.77, v: 0.01, y: 0.06, k: 1.36 
TimeStep: 94632, m: 389.73, v: 0.18, y: -4.28, k: 24.09 
TimeStep: 94633, m: 389.76, v: 0.01, y: -0.14, k: 1.36 
TimeStep: 94634, m: 389.76, v: 0.01, y: 0.26, k: 1.53 
TimeStep: 94635, m: 389.76, v: 0.01, y: 0.03, k: 1.65 
TimeStep: 94636, m: 389.74, v: 0.03, y: -3.87, k: 21.22 
TimeStep: 94637, m: 389.76, v: 0.03, y: -1.29, k: 26.35 
TimeStep: 94638, m: 389.77, v: 0.02, y: -1.94, k: 26.11 
TimeStep: 94639, m: 389.83, v: 0.03, y: 2.63, k: 56.07 
TimeStep: 94640, m: 389.88, v: 0.01, y: 0.67, k: 42.08 
TimeStep: 94641, m: 389.90, v: 0.10, y: 1.27, k: 9.58 
TimeStep: 94642, m: 389.90, v: 0.20, y: 1.94, k: 4.92 
TimeStep: 94643, m: 389.87, v: 0.05, y: -5.69, k: 67.62 
TimeStep: 94644, m: 389.93, v: 0.03, y: -0.96, k: 21.39 
TimeStep: 94645, m: 389.92, v: 0.01, y: -2.26, k: 16.24 
TimeStep: 94646, m: 389.96, v: 0.01, y: -0.13, k: 1.74 
TimeStep: 94647, m: 390.00, v: 0.05, y: 3.90, k: 71.00 
TimeStep: 94648, m: 389.95, v: 0.12, y: -5.00, k: 38.05 
TimeStep: 94649, m: 390.01, v: 0.01, y: -0.18, k: 2.46 
TimeStep: 94650, m: 390.06, v: 0.01, y: 0.21, k: 41.76 
TimeStep: 94651, m: 390.08, v: 0.01, y: -1.73, k: 7.21 
TimeStep: 94652, m: 390.07, v: 0.00, y: 0.05, k: 1.27 
TimeStep: 94653, m: 390.07, v: 0.01, y: 0.22, k: 1.17 
TimeStep: 94654, m: 390.06, v: 0.01, y: 0.52, k: 1.40 
TimeStep: 94655, m: 390.07, v: 0.01, y: 0.19, k: 1.13 
TimeStep: 94656, m: 390.05, v: 0.03, y: -1.93, k: 25.74 
TimeStep: 94657, m: 390.08, v: 0.02, y: 2.94, k: 83.09 
TimeStep: 94658, m: 390.05, v: 0.16, y: -4.06, k: 30.50 
TimeStep: 94659, m: 390.06, v: 0.13, y: -4.71, k: 37.99 
TimeStep: 94700, m: 390.17, v: 0.04, y: 1.19, k: 19.28 
TimeStep: 94701, m: 390.11, v: 0.07, y: -3.25, k: 12.58 
TimeStep: 94702, m: 390.22, v: 0.05, y: 3.68, k: 50.93 
TimeStep: 94703, m: 390.21, v: 0.03, y: 1.74, k: 27.32 
TimeStep: 94704, m: 390.24, v: 0.02, y: 1.81, k: 40.31 
TimeStep: 94705, m: 390.23, v: 0.04, y: 0.70, k: 24.92 
TimeStep: 94706, m: 390.23, v: 0.01, y: -0.31, k: 1.73 
TimeStep: 94707, m: 390.23, v: 0.04, y: -10.03, k: 131.47 
TimeStep: 94708, m: 390.26, v: 0.07, y: -5.36, k: 84.74 
TimeStep: 94709, m: 390.26, v: 0.01, y: 0.29, k: 2.52 
TimeStep: 94710, m: 390.26, v: 0.01, y: 0.62, k: 3.18 
TimeStep: 94711, m: 390.28, v: 0.06, y: -8.65, k: 106.80 
TimeStep: 94712, m: 390.20, v: 0.05, y: -3.11, k: 19.25 
TimeStep: 94713, m: 390.14, v: 0.19, y: -3.87, k: 39.56 
TimeStep: 94714, m: 390.19, v: 0.02, y: -2.06, k: 18.29 
TimeStep: 94715, m: 390.19, v: 0.01, y: -2.58, k: 30.18 
TimeStep: 94716, m: 390.09, v: 0.01, y: 0.92, k: 3.74 
TimeStep: 94717, m: 390.11, v: 0.10, y: 4.11, k: 46.39 
TimeStep: 94718, m: 390.11, v: 0.14, y: -1.45, k: 37.82 
TimeStep: 94719, m: 390.14, v: 0.01, y: 0.41, k: 3.04 
TimeStep: 94720, m: 390.07, v: 0.12, y: -2.65, k: 48.34 
TimeStep: 94721, m: 389.98, v: 0.00, y: NaN, k: NaN 
TimeStep: 94722, m: 390.15, v: 0.01, y: 0.29, k: 1.83 
TimeStep: 94723, m: 390.16, v: 0.05, y: -3.25, k: 16.42 
TimeStep: 94724, m: 390.07, v: 0.07, y: -3.12, k: 12.62 
TimeStep: 94725, m: 390.11, v: 0.17, y: 3.94, k: 32.05 
TimeStep: 94726, m: 390.00, v: 0.44, y: -3.63, k: 21.24 
TimeStep: 94727, m: 390.08, v: 0.02, y: -3.67, k: 27.30 
TimeStep: 94728, m: 390.02, v: 0.13, y: -0.68, k: 47.75 
TimeStep: 94729, m: 389.93, v: 0.06, y: -9.29, k: 138.16 
TimeStep: 94730, m: 389.89, v: 0.73, y: -0.73, k: 5.04 
TimeStep: 94731, m: 389.97, v: 0.01, y: 0.15, k: 1.14 
TimeStep: 94732, m: 389.94, v: 0.00, y: 0.86, k: 1.95 
TimeStep: 94733, m: 389.92, v: 0.01, y: -0.19, k: 1.79 
TimeStep: 94734, m: 389.91, v: 0.03, y: -0.26, k: 2.45 
TimeStep: 94736, m: 389.95, v: 0.02, y: 0.31, k: 1.82 
TimeStep: 94737, m: 389.89, v: 0.01, y: 0.55, k: 1.86 
TimeStep: 94738, m: 390.01, v: 0.03, y: 0.58, k: 18.51 
TimeStep: 94739, m: 389.98, v: 0.02, y: -1.10, k: 13.59 
TimeStep: 94740, m: 389.95, v: 0.03, y: 1.62, k: 28.20 
TimeStep: 94741, m: 389.94, v: 0.05, y: 1.54, k: 18.94 
TimeStep: 94742, m: 390.03, v: 0.02, y: 0.06, k: 30.95 
TimeStep: 94743, m: 390.04, v: 0.02, y: 2.72, k: 38.62 
TimeStep: 94744, m: 390.03, v: 0.00, y: -0.54, k: 1.81 
TimeStep: 94745, m: 390.03, v: 0.01, y: -0.78, k: 1.89 
TimeStep: 94746, m: 389.94, v: 0.08, y: -6.86, k: 82.01 
TimeStep: 94747, m: 389.66, v: 0.21, y: -0.53, k: 1.36 
TimeStep: 94748, m: 389.95, v: 0.03, y: -3.41, k: 17.13 
TimeStep: 94749, m: 390.03, v: 0.01, y: -4.83, k: 40.74 
TimeStep: 94750, m: 389.91, v: 0.02, y: -1.25, k: 28.96 
TimeStep: 94751, m: 389.91, v: 0.01, y: -1.58, k: 13.84 
TimeStep: 94752, m: 389.90, v: 0.02, y: 0.15, k: 2.42 
TimeStep: 94753, m: 389.89, v: 0.01, y: 0.71, k: 1.85 
TimeStep: 94755, m: 389.91, v: 0.03, y: -1.52, k: 10.45 
TimeStep: 94756, m: 389.95, v: 0.02, y: 0.73, k: 2.66 
TimeStep: 94757, m: 389.91, v: 0.04, y: 0.45, k: 3.51 
TimeStep: 94758, m: 389.91, v: 0.02, y: 0.57, k: 2.22 
TimeStep: 94759, m: 389.93, v: 0.01, y: -0.50, k: 2.15 
TimeStep: 94800, m: 389.92, v: 0.02, y: 1.03, k: 5.23 
TimeStep: 94801, m: 389.92, v: 0.02, y: 1.80, k: 29.15 
TimeStep: 94802, m: 389.91, v: 0.03, y: 9.64, k: 164.04 
TimeStep: 94803, m: 389.88, v: 0.01, y: 1.21, k: 2.70 
TimeStep: 94804, m: 389.90, v: 0.01, y: 0.24, k: 3.08 
TimeStep: 94805, m: 389.86, v: 0.00, y: -1.00, k: 1.00 
TimeStep: 94806, m: 389.90, v: 0.01, y: 0.06, k: 4.54 
TimeStep: 94807, m: 389.92, v: 0.01, y: 0.57, k: 1.56 
TimeStep: 94808, m: 389.91, v: 0.02, y: -0.27, k: 20.52 
TimeStep: 94809, m: 389.85, v: 0.01, y: 0.53, k: 1.81 
TimeStep: 94810, m: 389.89, v: 0.01, y: -2.87, k: 29.18 
TimeStep: 94811, m: 389.88, v: 0.03, y: 0.53, k: 18.85 
TimeStep: 94812, m: 389.82, v: 0.01, y: 1.78, k: 4.19 
TimeStep: 94813, m: 389.86, v: 0.34, y: -0.87, k: 11.11 
TimeStep: 94815, m: 389.87, v: 0.00, y: -0.17, k: 2.18 
TimeStep: 94816, m: 389.93, v: 0.02, y: 2.29, k: 24.80 
TimeStep: 94817, m: 389.94, v: 0.01, y: 2.07, k: 11.47 
TimeStep: 94818, m: 389.94, v: 0.01, y: -0.15, k: 1.19 
TimeStep: 94819, m: 389.95, v: 0.00, y: 0.02, k: 1.97 
TimeStep: 94820, m: 390.00, v: 0.04, y: 6.58, k: 99.91 
TimeStep: 94821, m: 390.02, v: 0.02, y: 1.20, k: 4.50 
TimeStep: 94822, m: 390.04, v: 0.01, y: -0.13, k: 2.00 
TimeStep: 94823, m: 390.03, v: 0.01, y: -0.32, k: 1.49 
TimeStep: 94824, m: 390.05, v: 0.02, y: -0.35, k: 1.34 
TimeStep: 94825, m: 390.01, v: 0.02, y: 0.21, k: 1.21 
TimeStep: 94826, m: 389.89, v: 0.00, y: 1.00, k: 1.00 
TimeStep: 94827, m: 390.07, v: 0.01, y: -0.44, k: 2.23 
TimeStep: 94828, m: 390.07, v: 0.04, y: -4.03, k: 70.84 
TimeStep: 94829, m: 390.02, v: 0.05, y: -11.03, k: 181.66 
TimeStep: 94830, m: 389.95, v: 0.04, y: 0.58, k: 73.47 
TimeStep: 94831, m: 389.98, v: 0.01, y: -0.21, k: 1.13 
TimeStep: 94832, m: 389.93, v: 0.01, y: -0.82, k: 31.91 
TimeStep: 94833, m: 389.98, v: 0.01, y: 0.04, k: 1.25 
TimeStep: 94834, m: 390.00, v: 0.01, y: -0.50, k: 1.42 
TimeStep: 94835, m: 389.98, v: 0.01, y: -0.00, k: 1.18 
TimeStep: 94836, m: 389.92, v: 0.01, y: 0.04, k: 3.04 
TimeStep: 94837, m: 389.91, v: 0.01, y: -1.73, k: 35.00 
TimeStep: 94838, m: 389.81, v: 0.04, y: -0.62, k: 2.05 
TimeStep: 94840, m: 389.88, v: 0.02, y: -0.97, k: 19.24 
TimeStep: 94841, m: 389.84, v: 0.01, y: 0.54, k: 1.41 
TimeStep: 94842, m: 389.85, v: 0.06, y: -7.70, k: 116.61 
TimeStep: 94843, m: 389.82, v: 0.02, y: 0.02, k: 1.79 
TimeStep: 94844, m: 389.50, v: 0.00, y: NaN, k: NaN 
TimeStep: 94845, m: 389.84, v: 0.02, y: -0.33, k: 2.06 
TimeStep: 94846, m: 389.83, v: 0.12, y: 1.13, k: 22.61 
TimeStep: 94847, m: 389.83, v: 0.01, y: 0.01, k: 1.69 
TimeStep: 94848, m: 389.83, v: 0.20, y: 1.09, k: 17.05 
TimeStep: 94849, m: 389.87, v: 0.01, y: -0.17, k: 1.23 
TimeStep: 94850, m: 389.86, v: 0.01, y: -0.05, k: 1.11 
TimeStep: 94851, m: 389.81, v: 0.01, y: 0.41, k: 2.01 
TimeStep: 94852, m: 389.80, v: 0.01, y: 0.20, k: 1.98 
TimeStep: 94853, m: 389.81, v: 0.01, y: 0.22, k: 1.99 
TimeStep: 94854, m: 389.83, v: 0.01, y: 0.07, k: 1.31 
TimeStep: 94855, m: 389.83, v: 0.01, y: 0.62, k: 2.40 
TimeStep: 94856, m: 389.81, v: 0.01, y: -0.16, k: 1.54 
TimeStep: 94857, m: 389.83, v: 0.01, y: 0.04, k: 1.02 
TimeStep: 94858, m: 389.81, v: 0.14, y: 1.39, k: 27.79 
TimeStep: 94859, m: 389.77, v: 0.00, y: 0.78, k: 2.30 
TimeStep: 94900, m: 389.84, v: 0.01, y: -0.04, k: 1.88 
TimeStep: 94901, m: 389.80, v: 0.01, y: 0.30, k: 1.17 
TimeStep: 94902, m: 389.86, v: 0.01, y: 0.19, k: 1.60 
TimeStep: 94903, m: 389.87, v: 0.01, y: -1.01, k: 3.66 
TimeStep: 94904, m: 389.87, v: 0.01, y: -0.12, k: 1.42 
TimeStep: 94905, m: 389.84, v: 0.01, y: -0.01, k: 1.29 
TimeStep: 94906, m: 389.87, v: 0.02, y: 1.27, k: 86.63 
TimeStep: 94907, m: 389.89, v: 0.01, y: -2.43, k: 36.35 
TimeStep: 94908, m: 389.90, v: 0.01, y: -0.30, k: 1.65 
TimeStep: 94909, m: 389.89, v: 0.01, y: -1.23, k: 5.80 
TimeStep: 94911, m: 389.91, v: 0.01, y: 0.07, k: 1.75 
TimeStep: 94912, m: 389.90, v: 0.06, y: -8.63, k: 131.75 
TimeStep: 94913, m: 389.91, v: 0.01, y: -0.82, k: 3.89 
TimeStep: 94914, m: 389.86, v: 0.01, y: 1.04, k: 2.28 
TimeStep: 94915, m: 389.92, v: 0.05, y: 0.65, k: 56.63 
TimeStep: 94916, m: 389.95, v: 0.01, y: -0.55, k: 2.40 
TimeStep: 94917, m: 389.99, v: 0.01, y: -1.09, k: 2.50 
TimeStep: 94918, m: 389.91, v: 0.01, y: 0.11, k: 1.33 
TimeStep: 94919, m: 389.96, v: 0.01, y: -0.75, k: 3.03 
TimeStep: 94920, m: 389.92, v: 0.01, y: -0.26, k: 2.11 
TimeStep: 94921, m: 389.89, v: 0.04, y: 0.62, k: 66.90 
TimeStep: 94922, m: 389.85, v: 0.01, y: 1.29, k: 2.79 
TimeStep: 94923, m: 389.91, v: 0.01, y: -4.59, k: 39.11 
TimeStep: 94924, m: 389.89, v: 0.03, y: 0.45, k: 30.50 
TimeStep: 94925, m: 389.90, v: 0.01, y: -5.47, k: 71.76 
TimeStep: 94926, m: 389.88, v: 0.02, y: -2.36, k: 41.49 
TimeStep: 94927, m: 389.86, v: 0.02, y: -10.65, k: 226.83 
TimeStep: 94928, m: 389.83, v: 0.15, y: 1.06, k: 24.42 
TimeStep: 94929, m: 389.81, v: 0.01, y: -0.35, k: 2.20 
TimeStep: 94930, m: 389.82, v: 0.10, y: -0.34, k: 28.59 
TimeStep: 94931, m: 389.82, v: 0.01, y: -1.80, k: 7.41 
TimeStep: 94932, m: 389.78, v: 0.01, y: -1.33, k: 4.49 
TimeStep: 94933, m: 389.79, v: 0.15, y: 5.65, k: 49.01 
TimeStep: 94934, m: 389.80, v: 0.01, y: -0.08, k: 1.72 
TimeStep: 94935, m: 389.78, v: 0.01, y: -0.43, k: 3.42 
TimeStep: 94936, m: 389.83, v: 0.01, y: 0.54, k: 17.76 
TimeStep: 94937, m: 389.85, v: 0.01, y: -0.90, k: 2.98 
TimeStep: 94938, m: 389.84, v: 0.01, y: -0.93, k: 3.04 
TimeStep: 94939, m: 389.81, v: 0.01, y: -0.18, k: 1.59 
TimeStep: 94940, m: 389.82, v: 0.01, y: -0.31, k: 1.73 
TimeStep: 94941, m: 389.81, v: 0.02, y: -1.53, k: 10.64 
TimeStep: 94942, m: 389.72, v: 0.09, y: -2.45, k: 8.06 
TimeStep: 94943, m: 389.78, v: 0.04, y: -0.30, k: 77.12 
TimeStep: 94944, m: 389.80, v: 0.02, y: -0.56, k: 15.40 
TimeStep: 94945, m: 390.47, v: 19.85, y: 6.61, k: 44.79 
TimeStep: 94946, m: 390.22, v: 11.62, y: 8.81, k: 78.79 
TimeStep: 94947, m: 391.08, v: 36.31, y: 4.71, k: 23.23 
TimeStep: 94948, m: 389.84, v: 0.01, y: -0.99, k: 3.12 
TimeStep: 94949, m: 389.80, v: 0.00, y: NaN, k: NaN 
TimeStep: 94950, m: 389.83, v: 0.01, y: -0.16, k: 1.81 
TimeStep: 94951, m: 389.85, v: 0.01, y: -0.02, k: 1.97 
TimeStep: 94952, m: 389.68, v: 0.01, y: 0.75, k: 1.77 
TimeStep: 94953, m: 389.81, v: 0.02, y: -1.63, k: 20.65 
TimeStep: 94954, m: 389.93, v: 0.00, y: -1.13, k: 3.33 
TimeStep: 94955, m: 389.85, v: 0.01, y: -1.39, k: 3.89 
TimeStep: 94956, m: 389.86, v: 0.04, y: -0.96, k: 98.58 
TimeStep: 94957, m: 389.85, v: 0.04, y: -1.91, k: 24.32 
TimeStep: 94958, m: 389.72, v: 0.11, y: 0.64, k: 35.63 
TimeStep: 94959, m: 389.82, v: 0.00, y: 0.95, k: 1.90 
TimeStep: 95000, m: 389.67, v: 0.01, y: 1.16, k: 2.85 
TimeStep: 95001, m: 389.82, v: 0.01, y: 1.27, k: 5.71 
TimeStep: 95002, m: 389.74, v: 0.01, y: 0.04, k: 1.50 
TimeStep: 95003, m: 389.84, v: 0.01, y: -1.06, k: 3.04 
TimeStep: 95004, m: 389.87, v: 0.00, y: -1.09, k: 4.22 
TimeStep: 95005, m: 389.84, v: 0.01, y: -3.59, k: 55.21 
TimeStep: 95007, m: 389.82, v: 0.01, y: -4.29, k: 36.13 
TimeStep: 95008, m: 389.80, v: 0.02, y: -1.54, k: 42.63 
TimeStep: 95009, m: 389.78, v: 0.04, y: 0.46, k: 22.11 
TimeStep: 95010, m: 389.78, v: 0.01, y: -0.47, k: 3.36 
TimeStep: 95011, m: 389.72, v: 0.03, y: -9.00, k: 176.91 
TimeStep: 95012, m: 389.74, v: 0.02, y: -1.89, k: 15.10 
TimeStep: 95013, m: 389.89, v: 2.52, y: 19.09, k: 369.57 
TimeStep: 95014, m: 389.86, v: 0.01, y: -2.36, k: 33.33 
TimeStep: 95015, m: 389.85, v: 0.01, y: -1.64, k: 4.06 
TimeStep: 95016, m: 389.81, v: 0.02, y: -0.98, k: 13.04 
TimeStep: 95017, m: 389.86, v: 0.01, y: -2.26, k: 7.86 
TimeStep: 95018, m: 389.81, v: 0.02, y: -1.23, k: 3.14 
TimeStep: 95019, m: 389.90, v: 0.12, y: 4.80, k: 30.14 
TimeStep: 95020, m: 389.81, v: 0.03, y: -8.03, k: 160.11 
TimeStep: 95021, m: 389.84, v: 0.11, y: 5.70, k: 63.19 
TimeStep: 95022, m: 389.79, v: 0.02, y: -0.51, k: 1.34 
TimeStep: 95023, m: 389.79, v: 0.02, y: -0.57, k: 1.42 
TimeStep: 95025, m: 389.66, v: 0.01, y: 1.70, k: 4.10 
TimeStep: 95026, m: 389.77, v: 0.10, y: -2.95, k: 49.76 
TimeStep: 95027, m: 389.74, v: 0.05, y: -6.18, k: 98.47 
TimeStep: 95028, m: 389.76, v: 0.12, y: 0.51, k: 28.24 
TimeStep: 95029, m: 389.68, v: 0.02, y: 1.17, k: 3.79 
TimeStep: 95030, m: 389.80, v: 0.01, y: -0.95, k: 2.16 
TimeStep: 95031, m: 389.76, v: 0.13, y: -3.08, k: 46.07 
TimeStep: 95032, m: 389.82, v: 0.00, y: -2.04, k: 6.60 
TimeStep: 95033, m: 389.60, v: 0.22, y: -3.45, k: 14.81 
TimeStep: 95034, m: 389.75, v: 0.02, y: -0.51, k: 20.31 
TimeStep: 95035, m: 387.66, v: 0.00, y: NaN, k: NaN 
TimeStep: 95036, m: 389.74, v: 0.01, y: 0.36, k: 1.46 
TimeStep: 95038, m: 389.78, v: 0.02, y: 1.86, k: 28.96 
TimeStep: 95039, m: 389.83, v: 0.01, y: 2.53, k: 31.46 
TimeStep: 95040, m: 389.83, v: 0.02, y: -0.31, k: 37.44 
TimeStep: 95041, m: 389.83, v: 0.02, y: -2.08, k: 38.99 
TimeStep: 95042, m: 389.83, v: 0.01, y: -1.16, k: 19.85 
TimeStep: 95043, m: 389.82, v: 0.02, y: 0.06, k: 2.00 
TimeStep: 95044, m: 389.86, v: 0.02, y: -0.66, k: 2.23 
TimeStep: 95045, m: 389.85, v: 0.02, y: -0.41, k: 2.07 
TimeStep: 95046, m: 389.77, v: 0.02, y: -0.61, k: 14.26 
TimeStep: 95047, m: 389.86, v: 0.01, y: 0.68, k: 18.80 
TimeStep: 95048, m: 389.89, v: 0.01, y: -1.14, k: 39.06 
TimeStep: 95049, m: 389.87, v: 0.14, y: -1.01, k: 31.08 
TimeStep: 95050, m: 389.94, v: 0.04, y: -2.43, k: 133.60 
TimeStep: 95051, m: 389.95, v: 0.06, y: -3.72, k: 72.37 
TimeStep: 95052, m: 389.91, v: 0.04, y: -0.67, k: 1.66 
TimeStep: 95053, m: 390.00, v: 0.07, y: -9.03, k: 127.71 
TimeStep: 95054, m: 389.96, v: 0.02, y: -0.64, k: 2.14 
TimeStep: 95055, m: 389.97, v: 0.01, y: -0.05, k: 1.09 
TimeStep: 95056, m: 390.00, v: 0.01, y: 0.03, k: 5.40 
TimeStep: 95057, m: 390.02, v: 0.00, y: -0.75, k: 1.81 
TimeStep: 95058, m: 390.00, v: 0.00, y: -0.37, k: 1.16 
TimeStep: 95059, m: 390.00, v: 0.01, y: 0.98, k: 4.64 
TimeStep: 95100, m: 389.99, v: 0.12, y: -5.34, k: 32.18 
TimeStep: 95101, m: 390.03, v: 0.01, y: 1.16, k: 4.70 
TimeStep: 95102, m: 390.08, v: 0.05, y: -4.21, k: 166.31 
TimeStep: 95103, m: 390.08, v: 0.00, y: -0.23, k: 2.05 
TimeStep: 95104, m: 390.07, v: 0.01, y: 1.08, k: 4.13 
TimeStep: 95105, m: 390.09, v: 0.01, y: 0.93, k: 3.24 
TimeStep: 95106, m: 390.02, v: 0.02, y: -5.27, k: 38.23 
TimeStep: 95107, m: 389.96, v: 0.03, y: 0.98, k: 27.39 
TimeStep: 95108, m: 389.91, v: 0.04, y: -9.99, k: 177.69 
TimeStep: 95109, m: 389.88, v: 0.02, y: -0.36, k: 2.67 
TimeStep: 95110, m: 389.87, v: 0.02, y: -0.79, k: 2.71 
TimeStep: 95111, m: 389.87, v: 0.03, y: 1.28, k: 21.07 
TimeStep: 95112, m: 389.88, v: 0.02, y: -0.82, k: 2.90 
TimeStep: 95113, m: 389.91, v: 0.01, y: -0.23, k: 1.39 
TimeStep: 95114, m: 389.89, v: 0.01, y: 0.16, k: 1.40 
TimeStep: 95115, m: 389.88, v: 0.01, y: -0.06, k: 1.75 
TimeStep: 95116, m: 389.89, v: 0.02, y: -0.14, k: 1.70 
TimeStep: 95117, m: 389.90, v: 0.01, y: 0.21, k: 1.23 
TimeStep: 95118, m: 389.85, v: 0.00, y: -1.00, k: 1.00 
TimeStep: 95119, m: 389.91, v: 0.01, y: -0.20, k: 3.11 
TimeStep: 95120, m: 389.90, v: 0.01, y: 0.36, k: 1.42 
TimeStep: 95121, m: 389.92, v: 0.01, y: 0.11, k: 1.29 
TimeStep: 95122, m: 389.92, v: 0.01, y: 0.04, k: 1.50 
TimeStep: 95123, m: 389.92, v: 0.01, y: -0.68, k: 3.99 
TimeStep: 95124, m: 389.89, v: 0.02, y: -0.72, k: 3.81 
TimeStep: 95125, m: 389.83, v: 0.03, y: -8.24, k: 182.07 
TimeStep: 95126, m: 389.71, v: 0.00, y: NaN, k: NaN 
TimeStep: 95127, m: 389.77, v: 0.02, y: -0.74, k: 31.68 
TimeStep: 95128, m: 389.73, v: 0.01, y: 0.90, k: 3.14 
TimeStep: 95129, m: 389.73, v: 0.04, y: -7.67, k: 73.95 
TimeStep: 95130, m: 389.75, v: 0.01, y: -0.04, k: 1.23 
TimeStep: 95131, m: 389.70, v: 0.08, y: -5.47, k: 36.11 
TimeStep: 95132, m: 389.82, v: 0.04, y: 0.31, k: 1.42 
TimeStep: 95133, m: 389.74, v: 0.01, y: 1.39, k: 4.93 
TimeStep: 95134, m: 389.69, v: 0.03, y: -10.21, k: 186.17 
TimeStep: 95135, m: 389.73, v: 0.04, y: 9.10, k: 165.62 
TimeStep: 95136, m: 389.73, v: 0.01, y: -0.21, k: 1.35 
TimeStep: 95137, m: 389.74, v: 0.01, y: -0.41, k: 1.26 
TimeStep: 95138, m: 389.70, v: 0.01, y: 0.13, k: 1.35 
TimeStep: 95139, m: 389.66, v: 0.01, y: 0.36, k: 2.05 
TimeStep: 95140, m: 389.68, v: 0.01, y: 0.16, k: 1.95 
TimeStep: 95141, m: 389.77, v: 0.05, y: 0.69, k: 1.50 
TimeStep: 95142, m: 389.71, v: 0.01, y: 0.96, k: 3.96 
TimeStep: 95143, m: 389.64, v: 0.59, y: 0.36, k: 6.86 
TimeStep: 95144, m: 389.75, v: 0.02, y: 0.56, k: 3.44 
TimeStep: 95145, m: 389.76, v: 0.01, y: 0.53, k: 4.54 
TimeStep: 95146, m: 389.72, v: 0.01, y: -0.65, k: 2.31 
TimeStep: 95147, m: 389.76, v: 0.01, y: 0.54, k: 6.39 
TimeStep: 95148, m: 389.79, v: 0.04, y: 0.70, k: 1.50 
TimeStep: 95149, m: 389.70, v: 0.01, y: 0.63, k: 2.95 
TimeStep: 95150, m: 389.67, v: 0.01, y: 0.36, k: 2.50 
TimeStep: 95151, m: 389.61, v: 0.01, y: 1.41, k: 3.10 
TimeStep: 95152, m: 389.69, v: 0.02, y: 0.31, k: 1.94 
TimeStep: 95153, m: 389.71, v: 0.02, y: -0.63, k: 2.36 
TimeStep: 95154, m: 389.68, v: 0.02, y: -0.07, k: 1.93 
TimeStep: 95155, m: 389.67, v: 0.02, y: 0.34, k: 2.75 
TimeStep: 95156, m: 389.69, v: 0.02, y: 0.02, k: 1.72 
TimeStep: 95157, m: 389.67, v: 0.02, y: -0.11, k: 1.08 
TimeStep: 95158, m: 389.63, v: 0.01, y: 1.33, k: 6.36 
TimeStep: 95159, m: 389.64, v: 0.06, y: 1.02, k: 61.53 
TimeStep: 95200, m: 389.66, v: 0.35, y: 0.34, k: 11.38 
TimeStep: 95201, m: 389.64, v: 0.01, y: 0.53, k: 2.12 
TimeStep: 95202, m: 389.62, v: 0.01, y: 0.11, k: 3.04 
TimeStep: 95203, m: 389.66, v: 0.01, y: -0.15, k: 3.17 
TimeStep: 95204, m: 389.63, v: 0.01, y: 0.30, k: 1.51 
TimeStep: 95205, m: 389.60, v: 0.01, y: -2.96, k: 26.46 
TimeStep: 95206, m: 389.62, v: 0.02, y: 0.85, k: 35.91 
TimeStep: 95207, m: 389.62, v: 0.07, y: -7.15, k: 91.12 
TimeStep: 95208, m: 389.58, v: 0.04, y: -0.39, k: 19.46 
TimeStep: 95209, m: 389.57, v: 0.02, y: 0.06, k: 19.03 
TimeStep: 95210, m: 389.57, v: 0.01, y: 3.71, k: 19.76 
TimeStep: 95211, m: 389.60, v: 0.01, y: -0.21, k: 1.58 
TimeStep: 95212, m: 389.64, v: 0.02, y: 1.27, k: 26.30 
